pcpn,height
0.0,37.86
0.0,33.77
0.0,32.08
0.0,30.08
0.0,29.07
0.0,23.88
15.62,33.33
28.14,48.59
35.09,69.86
35.09,92.41
28.14,108.46
15.62,111.88
0.0,104.85
0.0,95.47
0.0,87.5
0.0,77.76
0.0,71.5
0.0,65.27
0.0,59.36
0.0,54.77
0.0,46.5
0.0,43.0
0.0,40.22
0.0,36.77
0.0,32.73
0.0,30.98
0.0,28.15
0.0,24.79
0.0,23.67
0.0,23.63
0.0,21.48
0.0,18.62
0.0,16.72
0.0,14.94
0.0,15.8
0.0,15.57
0.0,13.21
0.0,12.66
0.0,11.9
0.0,9.81
0.0,10.96
0.0,9.29
0.0,8.29
0.0,8.49
0.0,7.76
0.0,8.15
0.0,6.48
0.0,8.16
0.0,9.25
0.0,7.49
0.0,6.12
0.0,7.41
0.0,5.51
0.0,5.9
0.0,5.13
0.0,6.42
0.0,4.79
0.0,5.33
0.0,6.38
0.0,6.36
0.0,6.23
0.0,3.7
0.0,6.05
0.0,4.19
0.0,7.57
8.11,11.72
14.62,18.76
18.23,31.36
18.23,42.67
14.62,53.3
8.11,55.65
0.0,51.76
0.0,46.16
0.0,44.43
0.0,39.8
0.0,36.83
0.0,31.77
0.0,30.92
0.0,28.43
0.0,27.47
0.0,23.52
0.0,22.4
0.0,17.55
0.0,18.66
0.0,18.82
15.68,25.49
15.68,33.58
0.0,36.75
0.0,34.42
0.0,28.79
0.0,26.55
0.0,25.15
0.0,24.6
0.0,21.79
0.0,20.14
0.0,19.04
0.0,18.14
0.0,14.79
0.0,14.93
0.0,13.79
0.0,13.39
0.0,11.39
0.0,11.65
0.0,9.01
0.0,8.46
0.0,10.01
0.0,9.93
0.0,7.8
0.0,9.15
0.0,8.5
0.0,6.53
0.0,5.93
0.0,7.48
0.0,6.56
0.0,7.69
0.0,7.23
0.0,7.26
0.0,6.16
0.0,6.27
0.0,4.9
0.0,7.01
0.0,7.23
0.0,6.51
0.0,5.19
0.0,5.05
0.0,5.04
0.0,5.65
0.0,6.27
0.0,6.66
0.0,5.9
0.0,6.06
0.0,3.44
0.0,8.35
0.0,4.16
0.0,4.2
0.0,5.73
0.0,5.51
0.0,5.03
0.0,5.74
0.0,4.01
0.0,5.45
0.0,5.57
0.0,3.54
0.0,4.38
0.0,5.51
0.0,6.33
0.0,6.03
0.0,5.17
0.0,5.0
0.0,4.4
0.0,5.38
0.0,5.67
0.0,3.84
0.0,4.67
0.0,5.44
0.0,5.8
0.0,5.21
0.0,3.8
0.0,4.49
0.0,5.41
0.0,5.46
0.0,5.29
0.0,5.35
0.0,5.1
0.0,7.48
0.0,6.02
0.0,4.2
0.0,4.39
0.0,3.16
0.0,6.32
0.0,3.9
0.0,5.21
0.0,4.99
0.0,4.13
0.0,4.46
0.0,4.31
0.0,4.44
0.0,2.61
0.0,6.73
0.0,3.87
0.0,4.63
0.0,6.05
0.0,5.83
0.0,5.25
13.8,13.07
25.5,29.88
33.31,53.12
36.06,74.76
33.31,95.47
25.5,108.79
13.8,111.99
0.0,104.34
0.0,94.24
0.0,85.28
0.0,77.29
0.0,70.15
0.0,64.36
0.0,59.49
0.0,51.49
0.0,47.4
0.0,43.24
10.11,46.37
18.68,56.24
24.41,66.89
26.42,80.08
24.41,93.47
18.68,102.32
10.11,101.75
0.0,96.51
0.0,85.24
0.0,77.67
0.0,71.7
0.0,63.68
0.0,57.6
26.27,66.52
0.0,68.25
0.0,60.7
0.0,56.62
0.0,49.82
0.0,46.67
0.0,41.68
0.0,35.59
0.0,34.28
0.0,32.23
0.0,29.5
0.0,26.85
0.0,25.5
0.0,22.95
0.0,21.28
0.0,20.34
0.0,19.12
0.0,17.1
0.0,14.89
0.0,12.95
0.0,13.95
0.0,14.35
0.0,12.7
0.0,11.17
0.0,10.43
0.0,9.99
0.0,8.66
0.0,9.34
0.0,9.6
0.0,8.45
0.0,6.89
0.0,9.38
0.0,6.42
0.0,8.01
0.0,5.13
0.0,5.16
0.0,7.35
0.0,6.52
0.0,7.31
0.0,6.47
0.0,4.88
0.0,6.31
0.0,4.45
0.0,7.34
0.0,6.83
0.0,5.48
0.0,5.29
0.0,4.86
0.0,5.71
0.0,6.09
0.0,5.31
0.0,3.43
0.0,3.78
0.0,6.88
0.0,5.68
0.0,6.1
0.0,6.0
0.0,5.0
0.0,5.17
0.0,4.68
0.0,5.1
0.0,5.67
0.0,3.85
0.0,6.45
0.0,3.61
0.0,5.66
0.0,5.34
0.0,2.99
0.0,4.49
0.0,4.85
0.0,6.28
0.0,6.13
0.0,5.8
0.0,3.34
0.0,6.43
0.0,5.19
0.0,4.92
0.0,5.63
0.0,6.27
0.0,4.7
0.0,6.31
0.0,5.23
0.0,5.61
0.0,4.69
0.0,6.75
0.0,5.32
0.0,4.43
0.0,4.16
0.0,5.37
0.0,6.09
0.0,6.22
0.0,5.7
0.0,5.37
0.0,6.17
0.0,5.7
0.0,5.93
0.0,5.63
0.0,3.06
5.98,7.88
10.78,16.95
13.44,24.47
13.44,34.87
10.78,40.36
5.98,42.72
0.0,39.09
0.0,35.83
0.0,34.02
0.0,30.05
0.0,26.14
0.0,25.03
0.0,25.22
0.0,21.09
0.0,19.06
0.0,17.21
0.0,16.04
0.0,14.22
0.0,14.79
0.0,14.37
0.0,12.8
0.0,11.38
0.0,11.23
0.0,10.33
0.0,10.87
0.0,9.01
0.0,8.13
0.0,8.5
0.0,8.25
0.0,8.06
0.0,8.44
0.0,6.5
0.0,6.67
0.0,8.7
0.0,6.03
0.0,6.2
0.0,8.26
0.0,6.75
0.0,7.59
0.0,6.69
0.0,5.78
0.0,6.89
0.0,3.29
0.0,8.45
0.0,6.29
0.0,5.5
0.0,4.29
0.0,4.94
0.0,5.62
0.0,4.34
0.0,5.53
0.0,3.93
0.0,7.99
0.0,4.75
0.0,4.82
0.0,3.3
0.0,4.61
0.0,4.06
0.0,5.5
0.0,3.95
0.0,6.06
0.0,3.29
0.0,6.15
0.0,5.59
0.0,5.72
0.0,5.96
0.0,4.32
0.0,4.94
0.0,5.92
0.0,6.09
0.0,4.55
0.0,3.47
0.0,4.81
0.0,4.72
0.0,4.42
0.0,3.9
0.0,4.81
0.0,6.27
0.0,4.41
0.0,6.2
0.0,5.68
0.0,4.4
0.0,4.29
0.0,4.44
0.0,5.14
0.0,5.52
0.0,4.58
0.0,6.23
0.0,7.01
7.43,9.22
7.43,16.52
0.0,14.56
0.0,15.82
0.0,14.05
0.0,14.19
0.0,10.98
0.0,10.82
0.0,12.03
0.0,9.59
0.0,9.13
0.0,8.0
0.0,8.96
0.0,9.33
0.0,6.75
0.0,8.27
0.0,6.6
0.0,5.86
0.0,8.76
0.0,7.85
0.0,5.53
0.0,7.7
0.0,6.32
0.0,6.92
0.0,5.98
0.0,6.24
0.0,3.97
0.0,6.87
0.0,5.67
0.0,5.54
0.0,5.65
0.0,4.83
0.0,6.02
0.0,5.23
0.0,6.0
0.0,4.1
0.0,3.81
0.0,6.82
0.0,5.02
0.0,4.4
0.0,7.41
0.0,2.98
0.0,6.42
0.0,5.48
0.0,4.78
0.0,3.81
0.0,5.72
0.0,6.58
0.0,7.15
0.0,6.13
0.0,4.83
0.0,5.3
0.0,5.99
31.7,24.04
31.7,47.19
0.0,50.68
0.0,46.98
0.0,39.62
0.0,37.36
0.0,36.21
0.0,31.29
0.0,27.54
0.0,25.82
0.0,25.13
0.0,23.16
0.0,20.38
0.0,18.93
0.0,17.63
0.0,16.51
0.0,14.61
0.0,15.02
0.0,12.38
0.0,12.88
0.0,11.69
0.0,11.99
0.0,8.35
0.0,10.14
0.0,7.9
0.0,9.55
0.0,8.29
0.0,9.88
0.0,8.02
0.0,8.26
0.0,4.8
0.0,8.7
0.0,8.64
0.0,7.45
0.0,8.21
0.0,5.49
0.0,4.29
0.0,6.35
0.0,6.98
0.0,4.69
0.0,7.57
0.0,6.01
0.0,6.34
0.0,5.73
10.35,11.63
0.0,14.54
0.0,14.55
0.0,9.94
0.0,11.2
0.0,9.1
0.0,9.41
0.0,9.57
0.0,7.84
0.0,7.03
0.0,7.61
0.0,10.48
0.0,7.49
0.0,6.34
0.0,7.12
0.0,7.28
0.0,6.09
0.0,7.0
0.0,6.2
0.0,8.51
0.0,6.52
0.0,7.19
0.0,6.39
0.0,6.36
0.0,6.59
0.0,5.68
0.0,4.38
0.0,7.02
0.0,5.02
0.0,5.92
0.0,6.76
0.0,4.97
0.0,5.71
0.0,3.06
0.0,4.29
0.0,5.93
0.0,4.35
0.0,4.43
0.0,4.75
0.0,4.48
0.0,3.19
0.0,5.2
0.0,2.77
0.0,4.41
0.0,5.84
0.0,5.0
0.0,5.12
0.0,5.56
0.0,7.41
0.0,5.13
0.0,6.51
0.0,3.07
0.0,4.93
0.0,3.53
0.0,2.38
0.0,4.02
0.0,5.73
0.0,4.1
0.0,7.19
0.0,5.6
0.0,5.34
0.0,4.66
0.0,6.12
0.0,5.13
0.0,5.15
0.0,4.73
0.0,3.52
15.84,13.81
22.39,30.52
15.84,41.82
0.0,42.42
0.0,37.38
0.0,34.75
0.0,31.57
0.0,27.51
0.0,24.43
0.0,23.85
0.0,21.48
0.0,20.74
0.0,19.09
0.0,17.45
0.0,16.36
0.0,14.57
0.0,13.87
0.0,12.61
0.0,11.84
0.0,11.1
0.0,10.6
0.0,10.58
0.0,10.31
0.0,9.94
0.0,10.52
0.0,8.28
0.0,8.25
12.23,14.31
21.19,28.75
24.47,46.65
21.19,56.41
12.23,66.56
0.0,62.16
0.0,55.96
0.0,54.06
0.0,45.59
0.0,42.54
0.0,39.14
0.0,36.6
0.0,33.01
0.0,29.64
0.0,25.49
0.0,23.14
0.0,24.32
0.0,21.66
0.0,17.3
0.0,17.24
0.0,16.55
0.0,17.48
0.0,14.62
0.0,13.64
0.0,13.21
0.0,11.97
0.0,9.86
0.0,11.14
0.0,9.87
0.0,8.75
0.0,8.03
0.0,9.52
0.0,8.54
0.0,6.2
0.0,7.66
0.0,6.66
0.0,7.88
0.0,6.47
0.0,4.81
0.0,6.24
0.0,6.94
0.0,6.27
0.0,6.59
0.0,4.6
0.0,6.28
0.0,4.2
0.0,6.29
0.0,6.87
0.0,5.07
0.0,6.18
0.0,5.43
0.0,5.66
0.0,4.43
0.0,5.74
0.0,2.76
0.0,4.88
0.0,4.98
0.0,3.94
5.93,6.47
8.39,14.84
5.93,18.95
0.0,19.89
0.0,15.17
0.0,16.45
0.0,14.03
0.0,15.17
0.0,14.39
0.0,12.13
0.0,13.59
0.0,13.07
0.0,10.31
0.0,9.93
0.0,10.36
0.0,10.44
0.0,8.23
0.0,7.76
0.0,6.73
0.0,10.46
0.0,6.95
0.0,7.95
0.0,8.01
0.0,6.39
0.0,7.15
0.0,7.92
0.0,5.98
0.0,7.46
0.0,4.49
0.0,4.21
0.0,5.3
0.0,5.73
0.0,7.36
0.0,4.88
0.0,6.69
0.0,3.78
0.0,7.58
0.0,4.33
0.0,6.23
0.0,5.01
0.0,7.12
0.0,4.74
0.0,6.48
0.0,4.92
0.0,6.49
0.0,4.55
0.0,6.02
0.0,5.69
0.0,7.41
0.0,6.97
0.0,4.14
0.0,5.92
0.0,4.53
0.0,4.33
0.0,5.89
0.0,5.89
0.0,4.21
0.0,6.43
0.0,4.04
0.0,6.28
0.0,4.78
0.0,3.57
0.0,4.12
0.0,4.77
0.0,6.0
0.0,4.68
0.0,4.4
0.0,6.35
0.0,5.24
0.0,5.53
0.0,5.46
0.0,4.99
0.0,4.69
0.0,5.26
0.0,4.91
0.0,4.79
0.0,4.47
0.0,4.28
0.0,5.75
0.0,4.77
0.0,4.44
16.12,15.78
29.79,34.98
38.93,59.25
42.14,87.28
38.93,111.79
29.79,127.08
16.12,130.66
0.0,122.53
0.0,109.87
0.0,96.69
0.0,89.58
0.0,79.98
0.0,73.38
0.0,67.61
0.0,60.87
0.0,53.8
7.66,55.57
13.81,60.2
17.22,65.58
17.22,76.07
13.81,79.38
7.66,79.17
0.0,74.77
0.0,67.58
0.0,62.47
0.0,56.6
0.0,50.01
0.0,47.46
0.0,44.06
0.0,37.49
0.0,32.26
0.0,30.74
0.0,29.76
0.0,25.59
0.0,25.32
0.0,25.08
0.0,19.68
0.0,19.7
0.0,18.68
0.0,17.04
0.0,13.31
0.0,14.47
0.0,13.64
0.0,11.85
0.0,11.5
0.0,11.64
0.0,11.18
0.0,8.73
0.0,8.38
0.0,10.19
0.0,7.71
0.0,8.88
0.0,7.83
0.0,7.11
0.0,9.04
0.0,7.87
20.53,18.96
37.0,42.61
46.14,73.79
46.14,102.24
37.0,124.98
20.53,134.05
0.0,125.63
0.0,113.73
0.0,102.14
0.0,93.38
0.0,82.92
0.0,75.76
0.0,69.79
0.0,60.51
0.0,56.47
0.0,51.17
0.0,48.27
0.0,43.08
0.0,39.17
0.0,37.53
0.0,31.5
0.0,29.33
0.0,27.94
0.0,25.1
0.0,23.02
0.0,21.1
0.0,20.48
0.0,19.1
0.0,16.1
0.0,15.39
0.0,14.57
0.0,15.2
0.0,12.55
0.0,10.23
0.0,11.7
0.0,9.63
0.0,8.09
0.0,10.52
0.0,10.58
0.0,8.69
0.0,9.08
0.0,7.41
0.0,8.07
0.0,6.77
0.0,7.97
0.0,6.85
0.0,6.59
0.0,8.13
0.0,6.57
0.0,6.53
0.0,6.73
0.0,9.18
0.0,8.35
0.0,6.12
4.25,8.85
7.36,13.3
8.5,19.02
7.36,23.56
4.25,26.03
0.0,25.92
0.0,22.41
0.0,21.37
0.0,19.32
0.0,19.36
0.0,16.38
0.0,15.05
0.0,15.12
0.0,12.08
0.0,13.52
0.0,11.86
0.0,11.36
0.0,10.19
0.0,10.86
0.0,9.65
0.0,8.93
0.0,8.34
0.0,7.32
0.0,8.0
0.0,8.93
0.0,7.76
0.0,8.39
0.0,6.81
0.0,8.42
0.0,8.13
0.0,7.12
0.0,5.26
0.0,5.76
0.0,4.64
10.08,10.34
18.62,24.44
24.33,39.46
26.33,57.62
24.33,72.25
18.62,81.65
10.08,84.02
0.0,77.9
0.0,71.28
0.0,64.55
0.0,57.91
0.0,53.61
0.0,48.83
0.0,43.2
0.0,40.69
0.0,36.9
0.0,31.46
0.0,32.54
0.0,26.62
0.0,24.0
0.0,24.77
0.0,21.05
0.0,21.17
0.0,19.15
0.0,15.45
0.0,16.2
0.0,14.5
0.0,13.92
0.0,13.33
0.0,11.26
2.8,12.45
5.04,15.94
6.28,20.06
6.28,23.39
5.04,24.82
2.8,26.78
0.0,25.68
0.0,24.37
0.0,20.76
0.0,20.21
0.0,17.52
0.0,17.79
0.0,16.86
0.0,12.46
0.0,13.45
0.0,11.37
0.0,12.3
0.0,12.0
0.0,9.34
0.0,11.75
0.0,9.5
0.0,9.55
0.0,9.07
0.0,6.69
0.0,7.54
0.0,7.6
0.0,6.3
0.0,7.99
0.0,9.13
0.0,7.29
0.0,6.83
0.0,8.82
0.0,5.77
0.0,7.18
0.0,5.03
0.0,5.44
0.0,3.93
0.0,5.16
0.0,4.75
0.0,5.46
0.0,7.39
0.0,5.59
0.0,4.91
0.0,6.5
0.0,5.18
0.0,5.92
0.0,4.41
0.0,6.3
0.0,7.91
0.0,5.87
0.0,5.7
0.0,4.77
0.0,4.65
0.0,5.47
0.0,5.3
5.93,10.41
9.6,15.47
9.6,22.35
5.93,27.71
0.0,25.26
0.0,21.48
0.0,21.99
0.0,18.79
0.0,18.74
0.0,14.33
0.0,16.21
0.0,14.59
0.0,14.48
0.0,12.75
0.0,11.6
0.0,9.26
0.0,9.73
0.0,10.6
0.0,10.07
0.0,8.05
0.0,7.33
0.0,7.36
0.0,8.55
0.0,8.21
0.0,8.25
0.0,8.07
0.0,3.98
0.0,6.88
0.0,6.95
0.0,7.5
0.0,7.46
0.0,5.7
0.0,5.63
0.0,5.93
0.0,5.38
0.0,4.49
0.0,6.1
27.57,20.76
44.62,49.91
44.62,83.09
27.57,99.79
0.0,97.09
0.0,88.05
0.0,79.43
0.0,72.13
0.0,65.62
0.0,59.77
0.0,53.44
0.0,49.6
0.0,44.34
0.0,41.85
0.0,38.14
0.0,34.47
0.0,29.31
0.0,27.73
0.0,26.41
0.0,23.61
0.0,22.68
0.0,20.25
17.01,28.28
29.46,46.7
34.02,69.75
29.46,86.26
17.01,95.05
0.0,89.52
0.0,81.94
0.0,75.45
0.0,67.57
0.0,60.87
0.0,54.24
0.0,48.46
0.0,45.62
0.0,41.12
0.0,37.96
0.0,34.21
0.0,32.21
0.0,29.97
0.0,27.96
0.0,22.7
0.0,21.57
0.0,21.58
0.0,18.38
0.0,17.26
0.0,15.23
0.0,15.6
0.0,14.13
0.0,13.56
0.0,13.41
0.0,11.16
0.0,10.44
0.0,10.64
0.0,10.82
0.0,10.54
0.0,9.23
0.0,9.01
0.0,8.77
0.0,7.32
0.0,7.39
0.0,7.89
0.0,7.34
0.0,6.19
0.0,8.16
0.0,4.9
0.0,5.81
0.0,7.36
0.0,6.56
0.0,6.07
0.0,6.23
0.0,6.93
0.0,4.87
0.0,6.99
0.0,4.24
0.0,5.05
0.0,5.49
0.0,6.52
0.0,6.55
0.0,4.12
0.0,4.45
0.0,5.26
0.0,6.34
0.0,5.79
0.0,6.27
0.0,4.58
0.0,5.67
0.0,5.95
0.0,4.79
0.0,5.4
0.0,4.93
0.0,4.27
0.0,4.61
0.0,4.54
0.0,5.35
0.0,5.06
0.0,4.47
0.0,5.51
0.0,5.44
0.0,4.73
0.0,5.63
0.0,4.02
0.0,7.12
0.0,4.9
0.0,6.56
0.0,5.91
0.0,4.99
0.0,5.32
0.0,6.63
0.0,4.6
0.0,5.49
7.65,9.76
7.65,16.02
0.0,16.93
0.0,15.87
0.0,11.15
0.0,13.22
0.0,12.27
0.0,11.75
0.0,11.18
0.0,9.29
0.0,8.95
0.0,9.68
0.0,8.6
0.0,7.81
0.0,7.79
0.0,7.36
0.0,5.84
0.0,4.95
0.0,6.48
0.0,7.03
0.0,6.6
0.0,3.93
0.0,6.72
0.0,4.65
0.0,6.61
0.0,6.58
0.0,6.92
0.0,6.93
0.0,6.68
0.0,5.49
0.0,5.72
0.0,7.72
0.0,7.59
0.0,5.9
0.0,4.25
0.0,5.42
0.0,7.46
0.0,6.21
0.0,8.0
0.0,3.81
0.0,5.34
0.0,5.72
0.0,5.75
0.0,3.06
0.0,4.94
7.03,8.61
12.17,17.46
14.05,26.01
12.17,35.22
7.03,37.75
0.0,35.86
0.0,33.34
0.0,31.48
0.0,29.1
0.0,24.42
0.0,24.43
0.0,22.56
21.0,32.22
36.37,53.31
42.0,82.78
36.37,103.85
21.0,115.48
0.0,109.44
0.0,98.92
0.0,89.92
0.0,81.32
0.0,73.75
0.0,66.62
0.0,59.43
0.0,55.95
0.0,48.28
0.0,45.3
0.0,40.49
0.0,36.76
0.0,35.06
0.0,31.4
0.0,27.79
0.0,25.47
0.0,24.03
0.0,22.24
0.0,19.85
0.0,19.23
0.0,18.74
0.0,17.76
0.0,15.06
0.0,14.97
0.0,13.38
0.0,13.43
0.0,11.05
0.0,11.88
0.0,10.22
0.0,9.4
0.0,9.08
0.0,9.98
0.0,8.49
0.0,7.78
0.0,6.76
0.0,8.35
0.0,5.95
0.0,6.79
0.0,6.91
0.0,6.83
0.0,6.9
0.0,3.98
0.0,5.49
0.0,6.01
0.0,5.0
0.0,6.56
0.0,6.32
0.0,5.02
0.0,5.56
0.0,5.14
0.0,5.45
0.0,4.99
0.0,7.1
0.0,6.3
0.0,5.76
0.0,5.48
0.0,6.7
0.0,4.65
0.0,5.25
0.0,4.85
0.0,6.7
0.0,6.36
0.0,5.0
0.0,7.38
0.0,4.1
0.0,2.14
0.0,4.64
0.0,6.65
14.64,14.87
26.37,29.39
32.89,52.89
32.89,75.78
26.37,89.22
14.64,95.07
0.0,89.22
0.0,82.38
0.0,76.09
0.0,66.24
0.0,59.42
0.0,55.36
0.0,51.04
0.0,45.29
0.0,41.56
0.0,38.69
0.0,37.87
0.0,30.18
0.0,27.36
0.0,26.38
0.0,23.52
0.0,24.18
0.0,19.97
0.0,19.53
0.0,17.02
0.0,15.89
0.0,14.72
0.0,15.47
0.0,13.12
0.0,11.04
0.0,11.2
0.0,11.11
0.0,9.82
0.0,10.54
0.0,11.57
0.0,9.92
0.0,9.74
0.0,6.99
0.0,7.5
0.0,7.01
0.0,7.0
0.0,6.91
0.0,6.31
0.0,6.05
0.0,7.24
0.0,7.8
0.0,7.03
0.0,7.42
0.0,6.54
0.0,6.35
0.0,4.52
0.0,3.94
0.0,5.69
0.0,5.66
0.0,4.95
0.0,3.47
0.0,4.36
0.0,4.17
0.0,5.51
0.0,7.58
0.0,5.37
0.0,5.46
0.0,3.71
0.0,4.29
0.0,4.54
0.0,5.35
0.0,3.71
0.0,4.64
0.0,5.74
0.0,4.86
0.0,5.97
0.0,4.07
0.0,5.01
0.0,4.93
0.0,6.36
0.0,5.09
0.0,5.31
0.0,5.6
0.0,5.28
0.0,6.15
0.0,2.83
0.0,5.54
0.0,5.13
0.0,6.27
0.0,3.2
0.0,4.82
0.0,4.22
0.0,5.78
0.0,5.79
0.0,3.24
0.0,4.89
0.0,5.48
0.0,4.31
0.0,5.83
0.0,4.19
0.0,5.74
0.0,6.36
0.0,5.21
0.0,5.59
0.0,5.32
0.0,2.47
0.0,7.44
0.0,3.59
0.0,5.61
0.0,5.64
0.0,5.47
0.0,5.0
0.0,5.2
0.0,4.97
0.0,3.61
0.0,6.42
0.0,5.73
12.66,11.92
21.93,25.47
25.32,42.51
21.93,58.02
12.66,65.79
0.0,61.66
0.0,58.46
0.0,51.82
0.0,46.69
0.0,41.69
0.0,39.08
0.0,35.57
0.0,29.71
0.0,30.05
0.0,27.72
0.0,25.88
0.0,21.0
0.0,21.68
0.0,19.56
0.0,18.78
0.0,17.97
0.0,15.83
0.0,14.56
0.0,12.27
0.0,12.14
0.0,13.03
0.0,10.31
0.0,10.29
0.0,10.46
0.0,9.51
0.0,8.25
0.0,5.91
0.0,7.43
0.0,8.46
0.0,8.12
15.95,17.0
22.56,32.28
15.95,43.65
0.0,42.31
0.0,40.17
0.0,34.74
0.0,31.12
0.0,30.61
0.0,27.76
0.0,25.23
0.0,23.32
0.0,19.0
0.0,19.5
0.0,17.0
0.0,18.65
0.0,15.11
0.0,15.94
0.0,14.38
0.0,13.2
0.0,13.61
0.0,12.38
0.0,9.74
0.0,11.63
0.0,8.91
0.0,7.88
0.0,8.04
0.0,7.01
0.0,9.34
0.0,7.16
0.0,8.13
0.0,7.84
0.0,8.52
0.0,5.14
0.0,7.06
0.0,5.7
0.0,2.67
0.0,5.18
0.0,7.42
0.0,4.68
0.0,6.09
0.0,4.3
0.0,6.66
0.0,4.74
0.0,5.04
0.0,6.87
0.0,6.94
0.0,5.15
0.0,5.89
0.0,4.95
0.0,4.08
0.0,4.27
0.0,5.84
0.0,4.74
0.0,6.11
0.0,6.15
0.0,6.12
0.0,4.56
0.0,6.37
0.0,5.96
0.0,5.1
0.0,2.55
0.0,5.55
0.0,5.58
0.0,5.25
0.0,5.07
0.0,3.76
0.0,4.52
0.0,5.84
0.0,4.22
0.0,3.75
0.0,3.96
0.0,6.16
0.0,4.25
0.0,5.98
0.0,4.62
0.0,5.41
0.0,4.11
0.0,3.91
0.0,4.98
0.0,5.62
0.0,5.04
0.0,3.89
0.0,5.86
0.0,5.0
0.0,6.12
0.0,4.11
0.0,4.99
0.0,6.0
0.0,5.43
0.0,6.0
0.0,6.07
0.0,4.69
0.0,6.18
0.0,5.12
0.0,3.66
0.0,4.27
0.0,4.83
0.0,5.58
0.0,7.27
0.0,5.27
0.0,4.21
0.0,4.83
0.0,3.96
0.0,5.18
0.0,4.28
0.0,4.44
0.0,5.16
0.0,5.48
0.0,3.04
0.0,3.38
0.0,6.12
0.0,3.87
0.0,5.05
0.0,4.33
0.0,5.07
0.0,4.65
0.0,4.92
0.0,4.83
0.0,5.74
0.0,5.29
0.0,5.02
0.0,4.08
0.0,4.47
0.0,6.61
0.0,5.59
0.0,6.28
0.0,5.3
0.0,4.06
0.0,4.91
0.0,5.34
0.0,6.01
0.0,4.37
0.0,5.52
0.0,4.21
0.0,5.6
0.0,5.81
0.0,6.64
0.0,4.93
0.0,6.33
0.0,5.55
0.0,3.9
0.0,5.14
0.0,5.61
0.0,4.36
0.0,3.04
0.0,5.37
0.0,3.53
0.0,6.06
0.0,5.49
0.0,5.4
0.0,4.33
39.39,29.13
0.0,33.42
0.0,31.56
0.0,27.36
0.0,26.17
0.0,25.2
0.0,21.32
0.0,19.48
0.0,21.1
0.0,19.17
0.0,15.13
0.0,15.97
0.0,15.46
0.0,13.1
0.0,12.51
0.0,10.32
0.0,11.43
0.0,10.61
0.0,9.84
0.0,8.98
0.0,8.6
0.0,7.19
0.0,7.39
0.0,7.2
0.0,7.92
0.0,7.52
0.0,6.55
0.0,6.75
0.0,4.98
0.0,7.26
0.0,7.47
0.0,6.99
0.0,7.5
0.0,6.41
0.0,5.13
0.0,4.78
0.0,5.55
0.0,5.24
0.0,7.69
0.0,5.19
0.0,5.61
0.0,5.24
0.0,3.85
0.0,5.06
0.0,4.7
0.0,4.23
0.0,4.44
0.0,5.53
0.0,3.82
0.0,6.17
0.0,4.8
0.0,4.71
0.0,6.31
0.0,3.27
0.0,4.76
0.0,5.99
0.0,5.8
0.0,5.34
0.0,5.11
0.0,3.66
0.0,4.27
0.0,5.8
0.0,3.87
0.0,6.28
0.0,4.91
0.0,4.22
0.0,5.53
0.0,4.92
0.0,5.34
0.0,3.16
0.0,4.19
0.0,5.0
0.0,4.53
0.0,5.06
0.0,4.01
0.0,5.59
0.0,4.35
0.0,6.03
0.0,6.1
0.0,4.14
0.0,4.26
0.0,4.48
0.0,5.31
0.0,5.11
0.0,6.04
12.12,11.45
20.99,28.83
24.23,41.81
20.99,55.69
12.12,62.97
0.0,60.62
0.0,56.1
0.0,49.88
0.0,43.94
0.0,41.98
0.0,37.76
0.0,34.64
0.0,31.83
0.0,27.57
0.0,26.73
0.0,24.4
0.0,22.07
0.0,19.39
0.0,18.65
0.0,15.0
0.0,17.77
0.0,14.61
0.0,14.23
0.0,12.83
0.0,12.87
0.0,14.08
0.0,12.02
0.0,9.01
0.0,9.67
0.0,8.3
0.0,9.72
0.0,9.59
0.0,7.88
0.0,8.82
0.0,6.94
0.0,7.6
0.0,6.89
0.0,6.61
0.0,5.2
0.0,5.4
0.0,5.17
0.0,4.83
0.0,5.0
0.0,6.73
0.0,6.18
0.0,6.01
0.0,5.53
0.0,4.76
19.83,15.47
34.34,40.93
39.65,66.52
34.34,88.04
19.83,101.71
0.0,96.05
0.0,86.13
0.0,77.56
0.0,70.5
0.0,63.31
0.0,59.01
0.0,52.8
0.0,47.57
0.0,43.85
0.0,40.23
0.0,36.14
0.0,32.74
0.0,30.37
0.0,28.77
0.0,24.88
0.0,22.51
0.0,21.89
0.0,19.43
0.0,20.51
0.0,17.73
0.0,15.21
0.0,14.16
0.0,12.82
0.0,14.07
0.0,12.99
0.0,11.36
0.0,10.07
0.0,7.56
0.0,9.11
0.0,6.57
0.0,7.62
0.0,8.41
0.0,8.67
0.0,8.43
0.0,7.08
0.0,8.45
0.0,7.97
0.0,6.8
0.0,7.27
0.0,6.31
0.0,5.29
16.32,14.51
28.28,32.76
32.65,56.29
28.28,74.26
16.32,83.24
0.0,80.78
0.0,73.71
0.0,65.64
0.0,59.55
0.0,55.12
0.0,49.75
0.0,43.84
0.0,39.23
0.0,36.3
0.0,32.75
0.0,30.23
0.0,29.07
0.0,25.83
0.0,22.83
0.0,20.8
0.0,18.53
0.0,18.76
0.0,17.56
0.0,16.8
0.0,16.81
0.0,13.15
0.0,11.4
0.0,12.7
0.0,12.72
0.0,10.39
0.0,9.82
0.0,8.11
0.0,8.31
0.0,8.68
